Transaction ID,Customer ID,Product Category,Product Name,Quantity,Unit Price,Total Amount,Purchase Date,Customer City,Payment Method
100476,C0005,Home & Kitchen,Dinner Set,2.0,8246.63,16493.26,2025-10-26,Sialkot,Mobile Wallet
101109,C0540,Electronics,Laptop,5.0,38754.63,193773.15,2025-11-13,Sialkot,Mobile Wallet
101462,C0145,Clothing,T-Shirt,3.0,7040.22,21120.66,2024-07-04,Karachi,Mobile Wallet
100640,C0219,Home & Kitchen,Knife Set,5.0,11347.24,56736.2,2024-07-17,Unknown,Bank Transfer
101538,C0221,Electronics,Smartphone,1.0,44950.06,44950.06,2025-10-24,Multan,Credit Card
100965,C0503,Electronics,Bluetooth Speaker,5.0,86704.2,433521.0,2024-11-05,Sialkot,Cash
100188,C0470,Home & Kitchen,Mug,3.0,3148.74,9446.22,2024-06-13,Islamabad,Debit Card
100689,C0426,Home & Kitchen,Towel,2.0,7824.32,15648.64,2024-09-07,Faisalabad,Cash
100515,C0437,Beauty,Hair Oil,3.0,4387.05,13161.15,2024-12-26,Karachi,Credit Card
100239,C0515,Home & Kitchen,Frying Pan,1.0,4835.78,4835.78,2024-09-14,Quetta,Bank Transfer
100369,C0369,Electronics,Laptop,4.0,58676.3,234705.2,2025-11-18,Islamabad,Cash
100891,C0538,Beauty,Lipstick,3.0,4451.13,13353.39,2024-11-24,Quetta,Debit Card
100610,C0154,Clothing,Cap,3.0,2124.34,6373.02,2024-02-26,Karachi,Debit Card
100677,C0536,Home & Kitchen,Dinner Set,2.0,9195.84,18391.68,2025-01-21,Multan,Mobile Wallet
100993,C0221,Home & Kitchen,Mug,4.0,10928.72,43714.88,2024-10-11,Karachi,Debit Card
100926,C0147,Sports,Dumbbell Set,4.0,13121.47,52485.88,2025-12-22,Karachi,Credit Card
100482,C0453,Groceries,Bread Loaf,4.0,1969.93,7879.72,2025-07-23,Multan,Debit Card
100576,C0383,Electronics,Laptop,5.0,100618.4,503092.0,2024-09-05,Karachi,Cash
101385,C0271,Sports,Water Bottle,1.0,8872.85,8872.85,2024-04-26,Karachi,Mobile Wallet
100551,C0236,Sports,Gym Gloves,4.0,8700.86,34803.44,2024-10-14,Peshawar,Bank Transfer
101680,C0343,Sports,Dumbbell Set,3.0,6180.3,18540.9,2024-09-16,Quetta,Cash
100573,C0222,Sports,Running Shoes,2.0,2404.58,4809.16,2025-02-07,Quetta,Cash
100082,C0075,Clothing,Cap,4.0,3577.98,14311.92,2025-12-20,Rawalpindi,Credit Card
100833,C0557,Sports,Football,4.0,12057.87,48231.48,2025-08-08,Rawalpindi,Credit Card
100563,C0330,Home & Kitchen,Mug,2.0,8057.42,16114.84,2024-11-13,Hyderabad,Unknown
101142,C0460,Sports,Water Bottle,5.0,14019.55,70097.75,2025-03-22,Multan,Bank Transfer
101217,C0141,Groceries,Sugar 1kg,1.0,818.95,818.95,2025-11-10,Rawalpindi,Debit Card
100232,C0044,Beauty,Body Lotion,2.0,595.57,1191.14,2025-04-24,Multan,Cash
101418,C0217,Beauty,Hair Oil,4.0,1085.09,4340.36,2024-11-17,Karachi,Debit Card
100512,C0206,Electronics,Wireless Earbuds,4.0,56089.37,224357.48,2024-09-20,Unknown,Bank Transfer
100378,C0082,Sports,Running Shoes,2.0,14665.72,29331.44,2024-12-09,Sialkot,Mobile Wallet
100460,C0299,Groceries,Sugar 1kg,3.0,2372.13,7116.39,2024-08-17,Rawalpindi,Debit Card
100702,C0220,Electronics,Wireless Earbuds,3.0,42929.31,128787.93,2024-05-19,Quetta,Bank Transfer
101184,C0215,Clothing,Sneakers,4.0,3094.62,12378.48,2024-07-05,Peshawar,Debit Card
100822,C0176,Sports,Football,5.0,3315.18,16575.9,2024-07-24,Multan,Bank Transfer
101277,C0310,Electronics,Bluetooth Speaker,5.0,118984.66,594923.3,2025-03-14,Peshawar,Cash
101487,C0171,Electronics,Wireless Earbuds,2.0,52307.04,104614.08,2025-08-13,Karachi,Debit Card
100922,C0586,Home & Kitchen,Knife Set,4.0,7941.7,31766.8,2024-07-17,Sialkot,Debit Card
100069,C0335,Sports,Gym Gloves,2.0,6787.13,13574.26,2025-06-24,Peshawar,Debit Card
100798,C0427,Home & Kitchen,Towel,2.0,11010.37,22020.74,2024-11-12,Rawalpindi,Cash
101316,C0559,Sports,Football,2.0,13704.34,27408.68,2025-06-22,Peshawar,Bank Transfer
100473,C0426,Electronics,Power Bank,5.0,63545.0,317725.0,2024-09-10,Faisalabad,Credit Card
101033,C0040,Sports,Running Shoes,3.0,1349.01,4047.03,2025-10-21,Peshawar,Bank Transfer
100835,C0214,Electronics,Laptop,3.0,10449.96,31349.88,2024-10-26,Quetta,Bank Transfer
101161,C0025,Beauty,Face Wash,3.0,2639.1,7917.3,2025-03-17,Multan,Bank Transfer
100526,C0181,Beauty,Sunscreen,1.0,708.46,708.46,2024-06-15,Multan,Mobile Wallet
101616,C0292,Clothing,Hoodie,3.0,1552.42,4657.26,2024-09-07,Faisalabad,Credit Card
101655,C0264,Beauty,Body Lotion,4.0,4285.74,17142.96,2025-11-17,Sialkot,Credit Card
100540,C0518,Beauty,Lipstick,3.0,942.33,2826.99,2024-10-03,Multan,Bank Transfer
101411,C0273,Home & Kitchen,Pillow,3.0,3490.32,10470.96,2024-07-12,Sialkot,Debit Card
101003,C0097,Electronics,Power Bank,4.0,26835.44,107341.76,2024-12-19,Peshawar,Debit Card
100394,C0256,Groceries,Cooking Oil 1L,3.0,1290.19,3870.57,2024-09-22,Peshawar,Bank Transfer
100402,C0499,Groceries,Sugar 1kg,1.0,470.5,470.5,2024-06-10,Sialkot,Debit Card
101542,C0382,Home & Kitchen,Knife Set,4.0,9555.54,38222.16,2024-11-20,Karachi,Debit Card
101564,C0299,Electronics,Bluetooth Speaker,2.0,88975.74,177951.48,2024-01-04,Faisalabad,Debit Card
100430,C0571,Sports,Yoga Mat,3.0,2006.92,6020.76,2025-03-09,Hyderabad,Credit Card
100531,C0039,Clothing,Cap,1.0,4967.6,4967.6,2024-08-16,Hyderabad,Mobile Wallet
100783,C0235,Sports,Gym Gloves,2.0,10651.49,21302.98,2025-05-08,Islamabad,Credit Card
101495,C0490,Home & Kitchen,Pillow,2.0,2515.47,5030.94,2025-07-22,Karachi,Credit Card
100292,C0210,Groceries,Tea Pack,2.0,1643.55,3287.1,2025-06-10,Islamabad,Credit Card
100080,C0377,Electronics,Bluetooth Speaker,2.0,44525.25,89050.5,2024-09-27,Karachi,Bank Transfer
101239,C0423,Home & Kitchen,Knife Set,5.0,5978.54,29892.7,2025-06-19,Multan,Credit Card
101689,C0472,Home & Kitchen,Pillow,4.0,4457.2,17828.8,2025-09-14,Faisalabad,Debit Card
101025,C0570,Groceries,Biscuits,1.0,689.39,689.39,2024-05-27,Islamabad,Debit Card
100056,C0348,Sports,Yoga Mat,5.0,11218.22,56091.1,2025-11-03,Hyderabad,Mobile Wallet
100171,C0361,Beauty,Body Lotion,3.0,2350.88,7052.64,2024-11-16,Karachi,Unknown
101333,C0202,Sports,Cricket Bat,1.0,12545.57,12545.57,2024-08-10,Sialkot,Mobile Wallet
100801,C0162,Groceries,Milk 1L,3.0,2195.49,6586.47,2024-09-05,Multan,Credit Card
101018,C0266,Groceries,Bread Loaf,1.0,1945.91,1945.91,2024-03-02,Rawalpindi,Bank Transfer
101089,C0447,Sports,Running Shoes,5.0,5351.8,26759.0,2025-04-12,Sialkot,Unknown
101482,C0240,Clothing,Cap,3.0,4918.37,14755.11,2024-08-12,Quetta,Credit Card
100544,C0427,Home & Kitchen,Knife Set,1.0,9154.07,9154.07,2024-03-06,Hyderabad,Debit Card
100413,C0062,Clothing,Sneakers,2.0,5920.53,11841.06,2025-06-11,Karachi,Credit Card
100503,C0316,Clothing,Socks Pack,3.0,1513.1,4539.3,2025-10-02,Multan,Mobile Wallet
101065,C0259,Electronics,Wireless Earbuds,2.0,57233.4,114466.8,2025-10-15,Islamabad,Mobile Wallet
101009,C0133,Groceries,Rice 5kg,5.0,1430.23,7151.15,2025-07-22,Unknown,Bank Transfer
100201,C0453,Clothing,Jeans,4.0,3847.64,15390.56,2025-02-04,Hyderabad,Debit Card
100325,C0428,Electronics,Monitor,3.0,38978.01,116934.03,2024-11-09,Rawalpindi,Mobile Wallet
100772,C0206,Groceries,Milk 1L,3.0,1653.62,4960.86,2025-10-27,Lahore,Mobile Wallet
100829,C0538,Beauty,Lipstick,5.0,456.78,2283.9,2025-09-22,Lahore,Credit Card
100036,C0350,Beauty,Perfume,5.0,1196.73,5983.65,2025-07-20,Islamabad,Mobile Wallet
100959,C0587,Home & Kitchen,Bed Sheet,5.0,2375.69,11878.45,2024-12-23,Karachi,Cash
100317,C0290,Sports,Water Bottle,3.0,6350.13,19050.39,2024-06-28,Islamabad,Cash
100480,C0194,Clothing,Dress,4.0,6704.77,26819.08,2024-06-13,Islamabad,Cash
100246,C0295,Electronics,Bluetooth Speaker,5.0,55795.15,278975.75,2025-10-07,Lahore,Cash
100320,C0053,Beauty,Body Lotion,1.0,1246.24,1246.24,2024-04-19,Islamabad,Credit Card
101201,C0013,Groceries,Tea Pack,1.0,1310.11,1310.11,2025-02-28,Islamabad,Debit Card
101620,C0407,Home & Kitchen,Dinner Set,5.0,8511.79,42558.95,2024-01-28,Rawalpindi,Bank Transfer
100604,C0114,Home & Kitchen,Frying Pan,3.0,2559.97,7679.91,2024-11-04,Peshawar,Bank Transfer
100606,C0318,Beauty,Hair Oil,1.0,1595.19,1595.19,2025-04-25,Quetta,Credit Card
100269,C0279,Clothing,Sneakers,3.0,7290.2,21870.6,2025-07-25,Unknown,Credit Card
100933,C0115,Groceries,Sugar 1kg,2.0,897.28,1794.56,2025-04-03,Sialkot,Credit Card
101343,C0399,Home & Kitchen,Frying Pan,1.0,11119.55,11119.55,2025-02-21,Unknown,Bank Transfer
101580,C0344,Electronics,Bluetooth Speaker,5.0,88028.14,440140.7,2025-06-28,Islamabad,Mobile Wallet
100618,C0192,Home & Kitchen,Dinner Set,2.0,7010.69,14021.38,2025-12-13,Rawalpindi,Debit Card
100220,C0129,Beauty,Face Wash,1.0,4476.61,4476.61,2025-02-09,Lahore,Mobile Wallet
101263,C0039,Beauty,Body Lotion,2.0,3848.86,7697.72,2024-07-02,Sialkot,Mobile Wallet
100831,C0554,Beauty,Lipstick,2.0,1157.78,2315.56,2024-11-15,Sialkot,Debit Card
101543,C0419,Sports,Dumbbell Set,3.0,14562.94,43688.82,2025-10-22,Multan,Debit Card
100716,C0297,Electronics,Laptop,2.0,28313.86,56627.72,2025-04-19,Islamabad,Cash
101633,C0244,Clothing,T-Shirt,4.0,3240.33,12961.32,2024-11-16,Lahore,Credit Card
101234,C0335,Beauty,Hair Oil,5.0,4702.14,23510.7,2025-02-13,Quetta,Bank Transfer
100067,C0389,Groceries,Sugar 1kg,3.0,1949.01,5847.03,2025-05-12,Hyderabad,Credit Card
101629,C0367,Home & Kitchen,Frying Pan,3.0,6590.49,19771.47,2024-02-13,Sialkot,Debit Card
101143,C0536,Groceries,Rice 5kg,3.0,2006.77,6020.31,2025-09-06,Islamabad,Cash
101437,C0063,Groceries,Sugar 1kg,5.0,136.35,681.75,2025-09-20,Unknown,Cash
100136,C0357,Clothing,Hoodie,5.0,5172.03,25860.15,2025-08-14,Lahore,Cash
100821,C0321,Home & Kitchen,Bed Sheet,3.0,2585.7,7757.1,2024-10-06,Multan,Debit Card
100730,C0229,Groceries,Milk 1L,2.0,1182.06,2364.12,2024-01-09,Islamabad,Credit Card
100942,C0033,Electronics,Laptop,1.0,64844.71,64844.71,2024-06-27,Karachi,Mobile Wallet
100088,C0229,Home & Kitchen,Bed Sheet,4.0,1078.01,4312.04,2024-11-09,Islamabad,Bank Transfer
101600,C0047,Sports,Running Shoes,4.0,14116.42,56465.68,2024-06-20,Rawalpindi,Credit Card
101335,C0549,Beauty,Shampoo,5.0,3569.42,17847.1,2024-04-17,Hyderabad,Debit Card
100553,C0303,Beauty,Shampoo,3.0,1114.25,3342.75,2024-08-19,Quetta,Cash
100780,C0444,Groceries,Bread Loaf,2.0,1409.58,2819.16,2025-12-22,Karachi,Mobile Wallet
100918,C0126,Electronics,Smartwatch,1.0,117140.7,117140.7,2025-06-16,Faisalabad,Cash
100454,C0417,Home & Kitchen,Mug,2.0,10954.09,21908.18,2024-11-20,Hyderabad,Mobile Wallet
101441,C0466,Electronics,USB-C Cable,2.0,59109.02,118218.04,2024-02-23,Karachi,Mobile Wallet
101282,C0416,Sports,Water Bottle,2.0,6568.19,13136.38,2024-12-01,Hyderabad,Mobile Wallet
101046,C0387,Sports,Dumbbell Set,1.0,1075.37,1075.37,2025-11-14,Rawalpindi,Cash
100024,C0587,Electronics,Laptop,3.0,84492.4,253477.2,2024-11-01,Karachi,Mobile Wallet
101433,C0393,Home & Kitchen,Dinner Set,1.0,10422.73,10422.73,2025-11-23,Faisalabad,Debit Card
100447,C0237,Electronics,Bluetooth Speaker,4.0,79907.57,319630.28,2025-03-03,Multan,Debit Card
100983,C0429,Clothing,Cap,1.0,869.75,869.75,2025-09-26,Rawalpindi,Credit Card
101571,C0300,Sports,Gym Gloves,3.0,5856.8,17570.4,2025-03-28,Islamabad,Mobile Wallet
100366,C0194,Sports,Football,1.0,7902.28,7902.28,2025-03-24,Quetta,Cash
100012,C0407,Home & Kitchen,Water Bottle,1.0,2660.11,2660.11,2025-05-05,Peshawar,Bank Transfer
101288,C0194,Electronics,Smartwatch,4.0,61132.56,244530.24,2024-12-14,Rawalpindi,Debit Card
101446,C0205,Home & Kitchen,Knife Set,3.0,3873.3,11619.9,2025-11-14,Hyderabad,Cash
101508,C0029,Sports,Water Bottle,2.0,8429.83,16859.66,2025-07-01,Peshawar,Credit Card
100217,C0213,Groceries,Biscuits,1.0,1375.45,1375.45,2025-05-13,Faisalabad,Debit Card
100127,C0108,Home & Kitchen,Water Bottle,5.0,8041.37,40206.85,2025-09-10,Unknown,Cash
100214,C0420,Electronics,Power Bank,1.0,76532.97,76532.97,2024-04-20,Multan,Debit Card
100107,C0078,Beauty,Lipstick,4.0,4454.18,17816.72,2024-04-24,Quetta,Cash
100672,C0358,Electronics,Wireless Earbuds,4.0,90054.76,360219.04,2025-12-10,Peshawar,Debit Card
100925,C0041,Beauty,Shampoo,5.0,1391.7,6958.5,2024-11-26,Sialkot,Cash
100607,C0341,Home & Kitchen,Frying Pan,2.0,1604.41,3208.82,2024-12-11,Faisalabad,Debit Card
101540,C0066,Groceries,Rice 5kg,4.0,690.08,2760.32,2024-05-06,Sialkot,Mobile Wallet
100974,C0144,Groceries,Bread Loaf,3.0,242.72,728.16,2025-10-19,Lahore,Bank Transfer
100815,C0598,Clothing,Jeans,3.0,694.22,2082.66,2024-08-04,Hyderabad,Debit Card
101210,C0204,Beauty,Face Wash,3.0,666.44,1999.32,2025-11-06,Islamabad,Debit Card
100272,C0460,Sports,Gym Gloves,3.0,3504.61,10513.83,2024-10-20,Karachi,Credit Card
101222,C0081,Groceries,Sugar 1kg,5.0,791.58,3957.9,2025-10-21,Hyderabad,Cash
100695,C0049,Groceries,Eggs Dozen,2.0,1977.94,3955.88,2024-05-21,Multan,Credit Card
100566,C0183,Beauty,Hair Oil,5.0,1963.64,9818.2,2025-10-18,Karachi,Bank Transfer
100229,C0113,Groceries,Sugar 1kg,4.0,742.57,2970.28,2024-03-14,Quetta,Bank Transfer
101337,C0409,Home & Kitchen,Knife Set,2.0,6077.88,12155.76,2025-08-11,Multan,Debit Card
100764,C0123,Home & Kitchen,Pillow,3.0,8482.8,25448.4,2024-11-24,Quetta,Bank Transfer
100880,C0297,Home & Kitchen,Knife Set,5.0,7882.79,39413.95,2025-09-15,Hyderabad,Mobile Wallet
100265,C0131,Home & Kitchen,Dinner Set,3.0,11763.45,35290.35,2024-03-25,Karachi,Mobile Wallet
101396,C0001,Clothing,Cap,1.0,7873.1,7873.1,2024-12-21,Hyderabad,Cash
100709,C0178,Beauty,Lipstick,3.0,952.29,2856.87,2024-05-10,Peshawar,Cash
101428,C0110,Groceries,Rice 5kg,3.0,1430.23,4290.69,2025-01-23,Islamabad,Mobile Wallet
100293,C0387,Electronics,USB-C Cable,4.0,105033.28,420133.12,2025-09-06,Quetta,Debit Card
101478,C0090,Clothing,T-Shirt,5.0,4741.73,23708.65,2024-06-04,Unknown,Bank Transfer
101609,C0359,Home & Kitchen,Frying Pan,2.0,11300.74,22601.48,2024-11-09,Lahore,Cash
101574,C0081,Clothing,Jacket,2.0,5074.2,10148.4,2024-07-22,Islamabad,Bank Transfer
100250,C0519,Home & Kitchen,Knife Set,1.0,10905.32,10905.32,2024-06-27,Multan,Debit Card
100070,C0508,Clothing,T-Shirt,4.0,7621.4,30485.6,2025-07-17,Rawalpindi,Bank Transfer
101501,C0083,Sports,Football,2.0,14619.53,29239.06,2024-12-05,Faisalabad,Debit Card
100349,C0593,Beauty,Face Wash,4.0,2462.97,9851.88,2025-04-07,Rawalpindi,Debit Card
100494,C0021,Beauty,Sunscreen,4.0,3678.52,14714.08,2025-10-13,Faisalabad,Cash
100896,C0006,Home & Kitchen,Knife Set,2.0,11339.57,22679.14,2024-03-08,Multan,Credit Card
100174,C0035,Sports,Yoga Mat,5.0,2195.37,10976.85,2024-12-23,Multan,Bank Transfer
100221,C0200,Beauty,Shampoo,2.0,4228.23,8456.46,2025-04-28,Karachi,Credit Card
101322,C0381,Home & Kitchen,Water Bottle,4.0,7320.17,29280.68,2025-07-26,Sialkot,Debit Card
100710,C0455,Clothing,Sneakers,2.0,2492.64,4985.28,2025-04-02,Unknown,Unknown
101254,C0558,Electronics,Smartwatch,4.0,84809.26,339237.04,2025-08-02,Karachi,Bank Transfer
100713,C0466,Beauty,Perfume,4.0,4224.09,16896.36,2025-03-21,Lahore,Credit Card
100117,C0113,Beauty,Perfume,5.0,3889.28,19446.4,2024-06-04,Peshawar,Cash
101479,C0052,Groceries,Sugar 1kg,4.0,2296.46,9185.84,2024-03-21,Rawalpindi,Credit Card
101667,C0205,Groceries,Cooking Oil 1L,4.0,1158.4,4633.6,2024-04-14,Hyderabad,Debit Card
100053,C0517,Sports,Gym Gloves,2.0,6620.94,13241.88,2025-06-02,Faisalabad,Unknown
100971,C0566,Beauty,Lipstick,2.0,2899.01,5798.02,2024-06-10,Faisalabad,Cash
100083,C0435,Sports,Water Bottle,1.0,10162.19,10162.19,2025-10-26,Faisalabad,Debit Card
100936,C0490,Groceries,Bread Loaf,1.0,1032.71,1032.71,2025-11-20,Hyderabad,Debit Card
101699,C0121,Home & Kitchen,Water Bottle,5.0,11463.6,57318.0,2024-11-14,Quetta,Credit Card
100041,C0023,Home & Kitchen,Towel,5.0,1444.66,7223.3,2024-07-05,Sialkot,Debit Card
100700,C0394,Groceries,Sugar 1kg,1.0,1140.07,1140.07,2025-08-26,Multan,Mobile Wallet
100854,C0297,Beauty,Lipstick,5.0,2223.41,11117.05,2024-05-27,Lahore,Debit Card
101465,C0183,Home & Kitchen,Towel,4.0,3921.77,15687.08,2024-09-23,Faisalabad,Bank Transfer
101050,C0232,Clothing,Cap,1.0,2711.98,2711.98,2024-01-20,Sialkot,Credit Card
100489,C0121,Sports,Running Shoes,1.0,4847.19,4847.19,2025-04-12,Sialkot,Debit Card
101300,C0346,Sports,Gym Gloves,1.0,12672.08,12672.08,2025-03-27,Unknown,Mobile Wallet
100928,C0472,Electronics,Bluetooth Speaker,1.0,41334.99,41334.99,2025-09-20,Sialkot,Credit Card
100135,C0062,Electronics,Laptop,1.0,72276.98,72276.98,2024-03-18,Karachi,Cash
100060,C0041,Beauty,Face Wash,2.0,1062.39,2124.78,2024-06-28,Rawalpindi,Cash
100356,C0099,Beauty,Shampoo,5.0,4759.73,23798.65,2025-10-21,Sialkot,Cash
100336,C0175,Home & Kitchen,Towel,4.0,9343.18,37372.72,2024-12-21,Hyderabad,Debit Card
100311,C0365,Sports,Dumbbell Set,3.0,6350.73,19052.19,2025-09-07,Islamabad,Credit Card
101569,C0388,Groceries,Biscuits,5.0,329.31,1646.55,2025-09-25,Lahore,Mobile Wallet
100921,C0300,Home & Kitchen,Frying Pan,5.0,9954.08,49770.4,2025-10-03,Sialkot,Bank Transfer
100701,C0432,Home & Kitchen,Water Bottle,1.0,2455.71,2455.71,2024-11-28,Multan,Bank Transfer
101319,C0101,Sports,Water Bottle,4.0,1211.45,4845.8,2025-08-15,Faisalabad,Debit Card
101423,C0372,Sports,Dumbbell Set,3.0,1255.43,3766.29,2025-03-28,Quetta,Bank Transfer
100779,C0221,Beauty,Shampoo,2.0,2390.89,4781.78,2025-01-27,Lahore,Credit Card
100577,C0024,Beauty,Lipstick,3.0,3590.54,10771.62,2025-11-17,Rawalpindi,Debit Card
100324,C0390,Groceries,Cooking Oil 1L,1.0,748.33,748.33,2025-02-09,Faisalabad,Mobile Wallet
101110,C0226,Electronics,Monitor,2.0,48730.07,97460.14,2024-08-04,Sialkot,Bank Transfer
101576,C0536,Clothing,Socks Pack,3.0,6585.9,19757.7,2024-04-24,Islamabad,Debit Card
100501,C0225,Clothing,Dress,5.0,6674.55,33372.75,2024-11-18,Karachi,Mobile Wallet
101519,C0368,Clothing,Hoodie,3.0,3430.63,10291.89,2025-11-24,Islamabad,Debit Card
100352,C0546,Clothing,Sneakers,2.0,5468.26,10936.52,2024-12-23,Islamabad,Unknown
101458,C0363,Groceries,Sugar 1kg,2.0,2110.67,4221.34,2025-08-22,Islamabad,Credit Card
100558,C0025,Electronics,Bluetooth Speaker,3.0,60100.75,180302.25,2024-09-19,Multan,Cash
100625,C0002,Groceries,Sugar 1kg,3.0,544.7,1634.1,2024-07-12,Quetta,Unknown
101344,C0527,Beauty,Face Wash,1.0,2607.45,2607.45,2025-08-21,Unknown,Debit Card
